Month,Day,Hour,H,L,N,T,W,WD,WS,SpeedLimit,near_accident
1,13,0,71.91,0.03,87.51,2.19,0.0,0.0,10.5,50.0,0
1,13,1,84.09,0.1366666666666667,83.81,0.8300000000000001,0.0,106.0,0.0,60.0,1
1,13,2,79.35,0.05333333333333334,86.22,-0.06999999999999999,0.0,4.0,35.0,60.0,0
1,13,3,82.04,0.18000000000000002,85.64,-2.2566666666666664,0.0,92.0,0.0,60.0,0
1,13,4,81.99,0.043333333333333335,87.46,-0.8699999999999998,0.0,19.0,7.0,70.0,0
1,13,5,82.89,0.07666666666666667,91.08,-1.0366666666666668,0.0,0.0,0.0,60.0,1
1,13,6,76.21,15815.56,103.82,0.9333333333333336,0.0,80.5,3.0,80.0,0
1,13,7,71.63,26031.583333333332,108.67,2.6366666666666667,0.0,58.0,2.5,80.0,1
1,13,8,80.12,29839.946666666667,109.94,2.0033333333333334,0.0,60.5,4.0,80.0,1
1,13,9,81.74,57001.38333333333,107.31,1.4733333333333334,0.0,0.0,0.0,80.0,1
1,13,10,74.6,90582.60333333333,104.21,1.376666666666667,0.0,95.0,23.0,80.0,1
1,13,11,72.0,80325.12,104.57,1.3933333333333326,0.0,0.0,5.0,80.0,1
1,13,12,83.12,99766.64,100.03,1.6766666666666667,0.0,1.5,0.0,80.0,0
1,13,13,73.29,112134.83666666667,101.31,1.9366666666666668,0.0,0.0,8.0,80.0,0
1,13,14,76.8,108541.54,101.48,3.7266666666666666,0.0,29.5,7.5,80.0,1
1,13,15,83.59,104884.03666666667,105.98,5.69,0.0,0.0,5.0,60.0,1
1,13,16,85.94,68781.81333333334,108.91,8.020000000000001,0.0,0.0,39.0,80.0,1
1,13,17,72.04,67838.43666666666,108.64,10.896666666666667,0.0,89.0,65.0,80.0,1
1,13,18,72.83,27887.533333333336,107.73,11.756666666666666,0.0,155.0,91.5,80.0,0
1,13,19,86.38,0.1366666666666667,103.79,10.083333333333334,0.0,159.5,112.0,50.0,0
1,13,20,74.05,0.18000000000000002,100.08,8.200000000000001,0.0,118.5,84.5,60.0,1
1,13,21,80.65,0.06,95.93,4.736666666666666,0.0,45.0,83.0,60.0,1
1,13,22,77.5,0.09000000000000001,94.87,1.0766666666666664,0.0,132.0,80.5,60.0,1
1,13,23,79.0,0.04,90.08,-2.5833333333333335,0.0,37.5,89.5,60.0,0
1,14,0,71.54,0.09333333333333334,85.81,-6.566666666666666,0.0,56.5,61.0,60.0,0
1,14,1,78.16,0.01,86.09,-7.013333333333333,0.0,27.5,26.5,50.0,1
1,14,2,85.92,0.07666666666666667,83.65,-6.97,0.0,58.5,3.0,60.0,1
1,14,3,76.45,0.056666666666666664,85.58,-6.95,0.0,2.0,41.5,70.0,1
1,14,4,71.43,0.04,88.2,-6.56,0.0,68.5,17.0,70.0,0
1,14,5,83.38,0.05000000000000001,93.04,-4.663333333333333,0.0,74.5,40.5,70.0,0
1,14,6,80.78,11557.256666666666,105.14,-0.8633333333333333,0.0,28.5,1.5,80.0,1
1,14,7,74.02,19813.063333333335,110.75,2.6199999999999997,0.0,0.0,0.0,80.0,1
1,14,8,84.89,19417.393333333333,109.34,2.0799999999999996,0.0,24.5,3.5,80.0,1
1,14,9,74.16,54613.44333333333,109.1,2.6466666666666665,0.0,82.0,14.5,80.0,1
1,14,10,80.37,86468.86,104.79,2.083333333333334,0.0,19.0,2.0,80.0,0
1,14,11,86.84,107826.58666666667,102.72,2.656666666666666,0.0,1.5,0.0,60.0,0
1,14,12,76.33,85917.46666666667,101.27,4.670000000000001,0.0,79.5,0.0,80.0,0
1,14,13,80.59,91389.58,100.12,5.900000000000001,0.0,2.0,28.0,80.0,1
1,14,14,82.26,105092.20333333332,102.57,7.919999999999999,0.0,75.5,0.0,80.0,0
1,14,15,74.77,96910.40000000001,105.03,11.083333333333334,0.0,0.0,0.0,80.0,1
1,14,16,74.97,84882.36333333333,106.97,14.616666666666667,0.0,0.0,29.0,80.0,1
1,14,17,86.82,61165.29,108.64,15.536666666666667,0.0,59.0,55.5,80.0,0
1,14,18,82.4,25525.850000000002,108.55,15.656666666666666,0.0,68.5,65.0,80.0,1
1,14,19,84.48,0.18333333333333335,105.86,13.663333333333334,0.0,150.5,72.5,40.0,1
1,14,20,80.21,0.02,100.28,12.446666666666667,0.0,77.5,7.5,60.0,1
1,14,21,76.04,0.11333333333333333,97.75,9.923333333333334,0.0,90.0,7.5,50.0,1
1,14,22,72.37,0.12666666666666668,92.81,7.87,0.0,90.5,1.0,50.0,1
1,14,23,84.0,0.12333333333333334,88.05,4.533333333333334,0.0,0.5,28.0,50.0,1
1,15,0,85.27,0.03666666666666667,85.83,1.5,0.0,61.5,0.0,60.0,0
1,15,1,85.71,0.09666666666666668,85.12,0.3900000000000001,0.0,0.0,0.0,60.0,0
1,15,2,71.67,0.08666666666666667,85.02,-1.8966666666666665,0.0,92.5,0.0,70.0,1
1,15,3,72.07,0.17666666666666667,85.77,-1.9366666666666665,0.0,1.0,0.0,60.0,1
1,15,4,80.48,0.21333333333333335,87.63,-3.76,0.0,7.5,0.0,60.0,1
1,15,5,76.67,0.1366666666666667,92.93,-3.8000000000000003,0.0,2.5,6.5,60.0,1
1,15,6,74.81,16071.19,103.38,-0.9366666666666662,0.0,0.0,5.5,80.0,1
1,15,7,77.86,27810.803333333333,109.36,1.8999999999999997,0.0,42.0,4.0,80.0,1
1,15,8,71.3,22494.936666666665,109.07,1.8833333333333329,0.0,0.0,0.0,80.0,1
1,15,9,96.28,30527.08666666667,108.03,2.3066666666666666,1642.2533333333333,71.5,2.5,70.0,1
1,15,10,76.78,71419.11,105.0,2.616666666666667,0.0,0.0,0.0,80.0,0
1,15,11,84.64,93082.80666666666,102.86,3.406666666666666,0.0,18.5,5.5,80.0,0
1,15,12,76.94,85668.61333333334,102.69,4.906666666666667,0.0,5.5,24.5,80.0,1
1,15,13,71.03,103118.40000000001,100.79,4.840000000000001,0.0,24.5,61.5,80.0,0
1,15,14,73.18,80927.57333333332,101.11,7.926666666666667,0.0,31.0,80.0,80.0,1
1,15,15,75.62,91345.40000000001,105.49,10.35,0.0,15.5,27.5,80.0,1
1,15,16,73.2,83468.02,108.06,12.39,0.0,115.0,4.0,60.0,0
1,15,17,83.59,44251.333333333336,108.88,13.549999999999999,0.0,29.5,0.0,80.0,0
1,15,18,84.4,21640.38,107.09,15.483333333333334,0.0,0.0,0.0,80.0,1
1,15,19,72.0,0.14666666666666667,104.02,13.840000000000002,0.0,3.0,0.0,60.0,1
1,15,20,89.77,0.17,102.21,11.13,1818.2033333333331,64.0,24.0,60.0,1
1,15,21,78.71,0.05000000000000001,95.59,8.193333333333333,0.0,34.0,58.0,60.0,1
1,15,22,73.61,0.05000000000000001,92.71,6.176666666666667,0.0,91.0,32.5,70.0,0
1,15,23,80.47,0.13,89.67,4.176666666666667,0.0,32.0,4.0,60.0,1
1,16,0,77.21,0.11333333333333333,84.35,1.89,0.0,0.0,3.0,60.0,0
1,16,1,71.81,0.17333333333333334,85.47,-0.96,0.0,1.5,0.0,70.0,0
1,16,2,84.85,0.12,83.37,-1.5633333333333335,0.0,7.0,26.0,60.0,1
1,16,3,84.52,0.18666666666666668,84.08,-2.783333333333333,0.0,1.0,21.5,60.0,0
1,16,4,78.86,0.15,86.67,-3.5,0.0,78.0,1.5,70.0,1
1,16,5,81.58,0.18333333333333335,90.26,-4.663333333333333,0.0,39.0,4.0,60.0,0
1,16,6,74.4,10615.64,94.9,-3.9133333333333327,0.0,102.5,33.5,80.0,1
1,16,7,83.82,25074.816666666666,104.43,1.1199999999999999,0.0,69.5,4.0,60.0,1
1,16,8,78.05,30444.660000000003,104.99,0.48666666666666636,0.0,1.5,4.0,80.0,1
1,16,9,82.21,49258.869999999995,102.1,-0.48333333333333367,0.0,62.0,5.0,80.0,1
1,16,10,71.79,78224.77,100.29,0.30666666666666725,0.0,0.0,0.0,80.0,0
1,16,11,79.87,96461.96333333333,100.31,1.3933333333333338,0.0,0.0,0.0,80.0,1
1,16,12,83.41,86829.10666666667,105.35,3.3433333333333333,0.0,6.5,0.0,80.0,1
1,16,13,77.65,100566.96,104.77,4.113333333333333,0.0,51.0,0.0,80.0,1
1,16,14,82.17,73019.99666666666,104.65,4.970000000000001,0.0,0.0,3.5,80.0,1
1,16,15,78.36,101791.27999999998,104.68,5.1866666666666665,0.0,56.5,0.0,80.0,1
1,16,16,74.73,69032.57,100.03,7.236666666666667,0.0,1.0,2.5,80.0,1
1,16,17,85.02,64969.91,100.4,7.933333333333333,0.0,47.0,0.0,80.0,1
1,16,18,76.02,22441.190000000002,99.42,9.049999999999999,0.0,104.0,29.5,80.0,1
1,16,19,81.17,0.19333333333333336,98.65,8.266666666666667,562.4699999999999,107.0,65.5,60.0,1
1,16,20,79.81,0.10666666666666667,96.64,9.036666666666667,0.0,21.5,56.0,50.0,1
1,16,21,78.47,0.17666666666666667,94.65,7.859999999999999,0.0,146.0,96.5,60.0,0
1,16,22,84.61,0.09666666666666668,92.65,5.723333333333334,0.0,142.5,65.5,60.0,1
1,16,23,81.3,0.01,88.63,2.2633333333333336,0.0,43.5,18.5,60.0,1
1,17,0,83.07,0.03,88.19,-0.9700000000000001,0.0,61.5,0.0,70.0,0
1,17,1,73.08,0.04,84.06,-3.763333333333333,0.0,27.5,1.0,60.0,0
1,17,2,76.58,0.08666666666666667,82.51,-4.043333333333333,0.0,0.0,0.0,60.0,1
1,17,3,74.71,0.056666666666666664,83.14,-5.33,0.0,0.0,27.0,70.0,0
1,17,4,80.98,0.14666666666666667,86.09,-7.2,0.0,17.5,11.5,60.0,1
1,17,5,76.54,0.18000000000000002,87.41,-5.920000000000001,0.0,0.0,25.5,60.0,1
1,17,6,84.18,7491.88,91.12,-4.203333333333333,166.20333333333335,5.0,41.0,80.0,1
1,17,7,83.72,13246.063333333334,90.75,-2.5,139.54,88.0,17.5,80.0,0
1,17,8,88.87,8288.51,94.51,-0.29666666666666686,926.5799999999999,12.0,0.0,80.0,1
1,17,9,84.7,0.013333333333333334,103.14,2.42,18.486666666666668,97.5,0.0,60.0,1
1,17,10,82.07,0.18000000000000002,101.34,1.8599999999999994,91.99666666666667,0.0,2.0,60.0,1
1,17,11,91.65,9541.14,97.0,0.9500000000000002,1250.75,0.5,0.0,70.0,1
1,17,12,100.0,0.08333333333333333,96.16,-0.9966666666666661,2053.5766666666664,2.0,7.5,50.0,1
1,17,13,78.73,0.05000000000000001,95.84,-3.3033333333333332,369.1966666666667,0.0,3.5,40.0,1
1,17,14,95.12,0.04,96.3,-3.733333333333333,1899.9666666666665,4.5,1.0,60.0,1
1,17,15,92.72,0.14,96.43,-2.936666666666666,1079.8233333333333,92.0,20.0,70.0,1
1,17,16,82.88,20868.36666666667,98.67,-2.4766666666666666,434.1266666666667,2.0,4.5,80.0,0
1,17,17,93.95,28195.823333333334,99.4,-1.113333333333334,1788.3233333333335,96.5,13.0,70.0,1
1,17,18,95.87,10634.406666666668,103.5,1.1866666666666668,1630.3400000000001,4.5,3.5,60.0,1
1,17,19,80.85,0.12,101.59,2.8266666666666675,0.0,93.0,22.5,60.0,1
1,17,20,74.58,0.09333333333333334,99.32,0.9199999999999999,0.0,0.0,11.0,60.0,0
1,17,21,84.52,0.16333333333333333,97.16,-1.9899999999999995,0.0,0.0,0.0,70.0,1
1,17,22,76.23,0.15,94.51,-3.3466666666666662,0.0,4.5,15.0,60.0,1
1,17,23,81.73,0.09000000000000001,88.19,-5.506666666666668,0.0,43.5,27.5,70.0,0
1,18,0,82.73,0.03,82.45,-6.84,0.0,40.5,6.0,60.0,0
1,18,1,79.69,0.14333333333333334,82.76,-8.153333333333334,0.0,40.5,17.0,60.0,1
1,18,2,71.39,0.03,83.62,-8.093333333333334,0.0,31.5,50.0,60.0,1
1,18,3,79.7,0.15666666666666665,81.57,-8.183333333333334,0.0,0.0,73.5,60.0,1
1,18,4,71.08,0.03,81.49,-8.243333333333334,0.0,139.5,101.0,60.0,1
1,18,5,81.73,0.0,84.2,-7.466666666666666,0.0,161.5,62.0,60.0,1
1,18,6,77.2,9791.436666666666,83.84,-6.493333333333333,0.0,96.5,98.5,80.0,1
1,18,7,86.39,24998.960000000003,84.04,-6.023333333333333,0.0,147.0,107.5,80.0,1
1,18,8,72.9,28738.936666666665,85.5,-5.703333333333333,0.0,221.0,62.5,80.0,0
1,18,9,84.88,41720.14333333333,89.92,-4.47,0.0,99.5,96.0,80.0,0
1,18,10,88.26,49626.003333333334,94.6,-1.3066666666666666,564.9133333333333,112.0,97.5,80.0,1
1,18,11,82.44,65777.73,90.01,-1.7499999999999998,0.0,73.0,91.0,80.0,1
1,18,12,86.05,64970.86666666667,90.63,-1.71,0.0,15.5,70.5,80.0,1
1,18,13,84.3,90798.5,90.34,-2.2266666666666666,0.0,37.5,47.0,60.0,1
1,18,14,84.84,75419.22333333333,91.35,-0.7466666666666667,0.0,7.0,56.5,80.0,1
1,18,15,81.27,104703.31666666667,92.72,1.1333333333333335,0.0,135.5,39.0,80.0,0
1,18,16,72.08,85734.44333333334,93.98,3.0233333333333334,0.0,17.0,0.0,60.0,1
1,18,17,83.75,65940.04333333333,94.68,5.01,0.0,0.0,1.5,80.0,0
1,18,18,76.79,24038.61333333333,92.21,4.32,0.0,7.0,7.0,80.0,1
1,18,19,80.22,0.09000000000000001,92.31,3.123333333333333,0.0,74.0,16.0,60.0,1
1,18,20,86.79,0.09333333333333334,90.99,0.566666666666667,0.0,42.0,12.5,60.0,0
1,18,21,71.47,0.11666666666666665,87.0,-3.0033333333333325,0.0,90.5,15.5,70.0,0
1,18,22,78.48,0.13,86.63,-4.87,0.0,0.0,6.5,70.0,0
1,18,23,72.81,0.10333333333333333,84.35,-6.546666666666667,0.0,5.0,0.5,60.0,1
1,19,0,85.44,0.17666666666666667,87.98,-6.396666666666666,0.0,0.0,0.0,70.0,0
1,19,1,80.1,0.16,85.87,-7.583333333333333,0.0,0.0,17.0,60.0,1
1,19,2,73.09,0.08666666666666667,84.74,-7.69,0.0,108.0,8.0,50.0,1
1,19,3,83.24,0.1466666666666667,85.69,-7.273333333333333,0.0,0.5,21.5,60.0,0
1,19,4,80.77,0.17666666666666667,88.4,-5.913333333333334,0.0,3.0,12.0,60.0,1
1,19,5,72.19,0.18666666666666668,92.57,-4.746666666666667,0.0,0.0,38.5,60.0,0
1,19,6,74.21,11185.06,105.3,-0.8099999999999993,0.0,95.5,70.5,80.0,1
1,19,7,83.57,21041.336666666666,109.16,2.23,0.0,18.5,7.5,80.0,1
1,19,8,81.49,18363.95,108.2,2.2699999999999996,0.0,4.5,0.5,80.0,0
1,19,9,96.82,17280.646666666667,107.86,3.0766666666666667,1975.3666666666668,0.5,2.0,70.0,1
1,19,10,95.23,7901.703333333334,105.03,3.5866666666666673,1137.1666666666667,0.0,0.0,70.0,1
1,19,11,87.94,41888.57,102.43,2.22,1339.6633333333332,0.0,10.0,60.0,0
1,19,12,88.91,47810.74333333334,102.52,0.9266666666666671,1584.08,0.0,5.0,70.0,1
1,19,13,93.28,43223.00666666667,99.32,-0.5166666666666663,1044.1866666666667,0.0,0.0,60.0,1
1,19,14,88.19,57722.84666666667,101.59,-0.5233333333333329,651.7399999999999,2.0,4.5,80.0,1
1,19,15,77.98,86745.16333333333,106.12,1.1733333333333338,0.0,13.5,0.0,80.0,0
1,19,16,82.58,87679.40000000001,108.02,4.416666666666667,0.0,31.0,6.5,80.0,0
1,19,17,72.21,57029.85333333333,111.35,5.5633333333333335,0.0,93.5,0.0,80.0,1
1,19,18,74.86,22684.3,107.17,4.323333333333333,0.0,3.5,0.0,80.0,1
1,19,19,80.66,0.16,105.15,2.4800000000000004,0.0,0.0,0.0,60.0,1
1,19,20,80.88,0.16333333333333333,99.93,-0.5599999999999999,0.0,24.0,4.5,60.0,1
1,19,21,82.22,0.19000000000000003,96.44,-3.176666666666667,0.0,39.0,23.5,70.0,1
1,19,22,80.67,0.07,93.51,-4.626666666666667,0.0,3.5,26.0,70.0,1
1,19,23,71.13,0.056666666666666664,90.34,-5.133333333333333,0.0,68.0,0.0,60.0,0
1,20,0,78.72,0.12,86.2,-6.88,0.0,0.0,10.0,70.0,0
1,20,1,79.79,0.15666666666666665,84.85,-6.383333333333333,0.0,4.5,0.0,50.0,0
1,20,2,85.59,0.12,85.92,-6.293333333333334,0.0,35.0,0.0,60.0,1
1,20,3,82.72,0.07,85.52,-6.176666666666667,0.0,7.5,17.5,60.0,1
1,20,4,79.43,0.01,87.84,-6.533333333333334,0.0,87.0,6.5,60.0,1
1,20,5,72.4,0.19999999999999998,91.87,-5.5633333333333335,0.0,2.5,0.0,60.0,1
1,20,6,82.5,14028.993333333332,104.34,-1.3099999999999994,0.0,7.0,7.0,80.0,1
1,20,7,77.06,25842.376666666667,108.63,1.6899999999999995,0.0,41.5,6.5,80.0,1
1,20,8,78.3,32078.420000000002,109.24,1.7333333333333332,0.0,9.5,2.5,80.0,1
1,20,9,84.94,55402.670000000006,107.41,0.8633333333333333,0.0,6.5,0.0,80.0,1
1,20,10,82.13,74998.52333333333,105.32,1.7500000000000007,0.0,2.5,0.0,80.0,0
1,20,11,71.31,105205.23333333334,102.7,2.6999999999999997,0.0,2.5,37.5,80.0,1
1,20,12,86.96,87823.78666666667,100.71,3.7133333333333334,0.0,4.5,38.5,80.0,1
1,20,13,77.56,113390.12666666666,101.13,5.383333333333334,0.0,12.5,19.0,80.0,0
1,20,14,74.22,98434.96666666667,101.12,6.66,0.0,55.5,4.5,80.0,1
1,20,15,81.96,99664.95666666667,105.52,8.87,0.0,0.0,0.0,80.0,0
1,20,16,82.24,86737.96,108.15,10.290000000000001,0.0,5.5,15.0,80.0,1
1,20,17,83.37,63441.01,111.25,12.516666666666666,0.0,0.0,16.0,80.0,1
1,20,18,78.4,27558.923333333336,108.36,11.956666666666665,0.0,0.0,14.0,60.0,1
1,20,19,86.69,0.17333333333333334,104.92,9.636666666666667,0.0,27.0,30.0,60.0,1
1,20,20,85.04,0.04,102.15,8.293333333333335,0.0,90.0,18.5,60.0,1
1,20,21,80.76,0.01,96.47,6.066666666666666,0.0,99.5,0.0,60.0,1
1,20,22,83.24,0.02666666666666667,94.26,3.25,0.0,0.0,1.0,60.0,1
1,20,23,86.33,0.15,89.84,0.9700000000000001,0.0,95.5,3.0,60.0,1
1,21,0,73.86,0.10000000000000002,85.87,-1.4833333333333334,0.0,0.0,0.0,60.0,0
1,21,1,82.03,0.11,84.8,-2.5533333333333332,0.0,0.0,6.0,60.0,0
1,21,2,100.0,0.15666666666666665,84.35,-3.31,1701.6433333333334,63.0,5.5,50.0,0
1,21,3,84.56,0.11333333333333333,86.69,-3.516666666666666,0.0,30.0,0.0,70.0,1
1,21,4,71.78,0.12333333333333334,89.01,-2.92,0.0,88.0,6.5,50.0,0
1,21,5,84.69,0.0,91.56,-3.68,0.0,57.0,32.0,70.0,1
1,21,6,71.86,13582.723333333333,105.63,0.5833333333333339,0.0,57.0,16.0,80.0,0
1,21,7,84.49,22806.33,109.1,1.7033333333333331,0.0,113.5,2.5,80.0,0
1,21,8,86.12,26988.649999999998,109.75,2.5499999999999994,0.0,0.0,6.5,80.0,1
1,21,9,75.95,56829.99,106.86,2.5133333333333336,0.0,24.0,14.0,60.0,1
1,21,10,72.91,85141.04,104.22,1.0400000000000003,0.0,6.0,1.0,80.0,1
1,21,11,79.72,109592.08,103.29,2.8633333333333333,0.0,0.0,0.0,80.0,1
1,21,12,73.81,104061.10666666667,101.05,4.396666666666667,0.0,4.5,4.5,80.0,1
1,21,13,81.95,108115.91333333333,99.0,6.786666666666666,0.0,0.0,4.5,80.0,0
1,21,14,75.0,111205.5,101.09,8.923333333333334,0.0,28.0,17.0,80.0,1
1,21,15,76.86,79915.29333333333,105.74,11.523333333333333,0.0,7.5,2.0,80.0,1
1,21,16,72.91,62565.03666666666,107.61,13.366666666666667,0.0,86.5,6.0,80.0,1
1,21,17,74.31,63689.659999999996,110.59,15.12,0.0,5.5,22.0,80.0,0
1,21,18,73.97,26927.45,107.95,14.286666666666667,0.0,34.0,18.0,80.0,1
1,21,19,75.87,0.16,105.1,12.62,0.0,110.0,14.5,70.0,1
1,21,20,71.27,0.19999999999999998,101.95,8.9,0.0,24.5,0.0,60.0,1
1,21,21,79.44,0.07,97.59,5.016666666666667,0.0,0.0,3.0,60.0,1
1,21,22,79.77,0.01,93.7,2.276666666666667,0.0,48.5,5.0,50.0,0
1,21,23,77.34,0.06333333333333334,89.17,-2.1266666666666665,0.0,73.5,0.0,50.0,1
1,22,0,79.82,0.01,85.94,-4.2,0.0,0.0,27.5,60.0,0
1,22,1,75.16,0.15,85.62,-7.376666666666666,0.0,1.5,2.5,60.0,1
1,22,2,75.86,0.18666666666666668,85.64,-6.766666666666666,0.0,7.5,4.5,50.0,1
1,22,3,86.08,0.20333333333333334,86.09,-7.076666666666667,0.0,0.0,29.0,70.0,1
1,22,4,86.24,0.09666666666666668,88.94,-6.026666666666666,0.0,69.0,55.0,50.0,1
1,22,5,80.16,0.03666666666666667,90.92,-5.079999999999999,0.0,0.0,65.0,50.0,1
1,22,6,82.12,16233.693333333335,105.11,-1.0566666666666666,0.0,38.5,95.0,60.0,0
1,22,7,81.92,27002.11,108.15,1.6933333333333334,0.0,85.0,114.5,80.0,1
1,22,8,80.97,32724.14333333333,109.98,1.4499999999999993,0.0,184.5,67.5,80.0,1
1,22,9,85.58,59550.47,106.42,1.2200000000000006,0.0,30.0,57.5,80.0,0
1,22,10,84.5,78163.23666666666,104.0,0.9966666666666667,0.0,149.0,31.5,80.0,1
1,22,11,77.19,97335.95,103.15,2.11,0.0,17.5,14.5,80.0,1
1,22,12,85.54,100560.63,99.93,3.866666666666667,0.0,1.0,6.5,80.0,1
1,22,13,72.23,79858.10333333333,98.94,4.933333333333333,0.0,0.5,5.0,80.0,1
1,22,14,95.93,57501.99,102.64,6.203333333333333,928.9699999999999,6.5,19.0,60.0,0
1,22,15,74.75,70314.28333333333,104.62,6.653333333333333,0.0,4.0,48.5,80.0,1
1,22,16,86.71,52144.32666666667,107.44,8.383333333333335,0.0,124.0,63.0,60.0,1
1,22,17,79.98,25634.34,110.48,9.206666666666667,421.06333333333333,34.0,88.0,80.0,1
1,22,18,83.91,16996.153333333332,105.99,8.840000000000002,0.0,134.0,106.5,80.0,1
1,22,19,100.0,0.01,104.9,8.043333333333333,1520.0366666666666,63.0,97.0,50.0,0
1,22,20,83.88,0.15666666666666665,99.88,5.793333333333334,112.47666666666667,9.5,46.0,50.0,1
1,22,21,87.06,0.0,97.4,4.323333333333333,135.72333333333333,117.0,83.5,60.0,1
1,22,22,89.27,0.056666666666666664,93.51,4.016666666666667,1209.39,185.0,31.5,70.0,1
1,22,23,76.13,0.02,88.11,4.06,127.55333333333333,67.0,5.5,50.0,1
1,23,0,85.25,0.15333333333333332,86.52,4.673333333333333,1137.4566666666667,0.0,35.0,60.0,0
1,23,1,81.8,0.056666666666666664,83.47,4.45,0.0,2.0,3.0,60.0,1
1,23,2,82.82,0.09000000000000001,82.73,2.6999999999999997,0.0,31.0,23.0,60.0,1
1,23,3,76.63,0.19000000000000003,85.94,2.0566666666666666,0.0,87.5,58.5,70.0,1
1,23,4,78.62,0.02,86.87,1.89,0.0,48.0,75.5,60.0,1
1,23,5,82.62,0.10666666666666667,88.93,0.5266666666666667,0.0,0.0,20.5,50.0,0
1,23,6,73.13,16777.556666666667,95.95,-0.1200000000000004,0.0,2.5,55.0,80.0,1
1,23,7,77.53,29910.683333333334,103.94,2.5000000000000004,0.0,1.0,0.0,80.0,1
1,23,8,86.38,31848.036666666667,105.65,0.9433333333333334,0.0,4.5,41.0,80.0,1
1,23,9,85.65,37102.386666666665,102.82,1.4533333333333331,0.0,2.5,0.5,80.0,0
1,23,10,73.82,67480.52333333333,100.8,2.533333333333333,0.0,94.0,0.0,80.0,1
1,23,11,86.57,106047.40666666666,100.99,4.773333333333333,0.0,92.5,7.0,80.0,0
1,23,12,74.7,104590.56666666667,104.74,6.336666666666667,0.0,6.5,0.0,80.0,1
1,23,13,83.74,107535.36333333333,105.87,8.543333333333335,0.0,84.0,0.0,80.0,0
1,23,14,79.86,77878.09,103.86,11.040000000000001,0.0,5.5,0.0,80.0,0
1,23,15,73.04,81799.76666666666,104.4,11.72,0.0,64.0,2.0,80.0,1
1,23,16,79.53,107958.55333333334,102.14,12.313333333333333,0.0,0.0,0.0,80.0,1
1,23,17,80.06,77178.18,100.38,13.896666666666667,0.0,0.0,0.0,80.0,1
1,23,18,74.28,53475.08666666667,98.61,13.466666666666667,0.0,65.0,0.0,80.0,1
1,23,19,86.51,15796.103333333333,98.69,11.96,0.0,4.5,4.0,80.0,1
1,23,20,72.99,0.17,98.0,10.833333333333334,0.0,10.0,0.0,50.0,0
1,23,21,73.4,0.01,94.58,7.78,0.0,89.0,0.0,70.0,1
1,23,22,85.41,0.11333333333333333,92.63,6.670000000000001,0.0,0.0,23.0,60.0,0
1,23,23,77.13,0.03,86.85,3.7933333333333334,0.0,41.0,63.0,60.0,0
1,24,0,79.81,0.15,86.02,2.1566666666666667,0.0,141.5,60.0,60.0,0
1,24,1,79.74,0.13333333333333333,82.24,-0.20999999999999996,0.0,38.5,69.0,70.0,0
1,24,2,78.25,0.05333333333333334,84.77,-2.276666666666667,0.0,53.5,97.5,60.0,1
1,24,3,82.0,0.04,84.53,-3.99,0.0,102.5,50.0,70.0,1
1,24,4,83.96,0.13,85.06,-5.933333333333334,0.0,114.5,0.0,70.0,1
1,24,5,73.39,0.03666666666666667,89.48,-5.736666666666667,0.0,0.5,0.0,70.0,1
1,24,6,80.08,14512.93,87.9,-5.833333333333333,0.0,22.5,6.5,80.0,0
1,24,7,84.22,23693.710000000003,91.41,-4.073333333333333,0.0,0.0,0.0,80.0,1
1,24,8,74.47,25519.896666666667,95.86,-2.436666666666667,0.0,30.5,0.5,80.0,1
1,24,9,81.32,45132.29666666667,101.47,0.15666666666666748,0.0,4.0,0.0,60.0,1
1,24,10,85.71,73151.62,97.42,1.5499999999999998,0.0,0.0,1.5,80.0,1
1,24,11,72.41,72623.37333333334,97.36,3.4000000000000004,0.0,90.0,0.0,80.0,0
1,24,12,76.85,75922.15999999999,93.77,2.4499999999999997,0.0,0.0,0.0,80.0,0
1,24,13,84.07,103576.85333333333,95.32,2.8800000000000003,0.0,0.0,0.0,80.0,1
1,24,14,83.72,87140.42333333334,95.17,5.266666666666667,0.0,1.5,3.5,80.0,0
1,24,15,100.0,60098.61666666667,96.66,5.2700000000000005,1470.5433333333333,0.0,0.0,50.0,1
1,24,16,74.48,108795.38,96.09,5.283333333333334,0.0,2.5,1.5,80.0,1
1,24,17,84.9,84997.92666666667,98.74,7.683333333333334,0.0,8.0,24.0,80.0,0
1,24,18,86.12,43561.09333333333,99.94,9.836666666666668,0.0,4.0,54.5,80.0,1
1,24,19,76.92,13293.980000000001,98.88,9.036666666666667,0.0,76.0,0.0,80.0,1
1,24,20,72.06,0.06,98.99,7.113333333333333,0.0,38.0,7.0,50.0,1
1,24,21,80.96,0.17,95.34,6.5200000000000005,0.0,28.0,4.5,50.0,1
1,24,22,79.01,0.03,93.44,4.336666666666667,678.0366666666667,23.0,10.0,60.0,1
1,24,23,86.93,0.08,89.0,2.9800000000000004,0.0,79.0,21.5,70.0,1
1,25,0,79.34,0.20666666666666667,83.56,-1.0566666666666664,0.0,29.0,62.0,70.0,0
1,25,1,82.99,0.10333333333333333,82.91,-1.2233333333333334,0.0,12.0,20.5,60.0,1
1,25,2,79.11,0.13333333333333333,82.51,-4.03,0.0,0.0,0.0,60.0,1
1,25,3,80.67,0.21666666666666667,81.7,-7.223333333333334,0.0,88.5,0.0,70.0,0
